BusID,Type,V_init,Angle_init,G_shunt_pu,B_shunt_pu,V_final_pu,Angle_final_deg,Pg_final_MW,Pd_final_MW,Qg_final_MVAR,Qd_final_MVAR,time,time_step,datetime
2,2,1.043,0,0,0.0,1.043,-3.2518149130055387,40.0,15.24680857322,21.95271079459411,8.923247413820004,06:45,27,1900-01-01 06:45:00
3,3,1.0,0,0,0.0,1.027890952910223,-4.925098603914046,0.0,1.68628297584,4.036003564689139e-07,0.84314148792,06:45,27,1900-01-01 06:45:00
4,3,1.0,0,0,0.0,1.0196137558437601,-6.047827440544574,0.0,5.33989609016,8.630051622215973e-07,1.1241886505600003,06:45,27,1900-01-01 06:45:00
5,2,1.01,0,0,0.0,1.01,-9.25766865503014,0.0,66.18660680172,15.041309426491605,13.349740225399996,06:45,27,1900-01-01 06:45:00
6,3,1.0,0,0,0.0,1.0161568362897864,-7.223126493640433,0.0,0.0,6.166786603699925e-07,0.0,06:45,27,1900-01-01 06:45:00
7,3,1.0,0,0,0.0,1.008559826325357,-8.433438043530964,0.0,16.01968827048,4.966262956429546e-09,7.658535181940001,06:45,27,1900-01-01 06:45:00
8,2,1.01,0,0,0.0,1.01,-7.646349295197192,0.0,21.078537198,7.960839039600412,21.078537198000003,06:45,27,1900-01-01 06:45:00
9,3,1.0,0,0,0.0,1.0606355028465833,-9.347161201798926,0.0,0.0,1.8290677550179508e-06,0.0,06:45,27,1900-01-01 06:45:00
10,3,1.0,0,0,0.19,1.0613437318294412,-10.446632790992037,0.0,4.07518385828,8.461716223262528e-07,1.4052358132000016,06:45,27,1900-01-01 06:45:00
11,2,1.082,0,0,0.0,1.082,-9.347161201798924,0.0,0.0,11.113647076921673,0.0,06:45,27,1900-01-01 06:45:00
12,3,1.0,0,0,0.0,1.0673801686967495,-9.91091805752071,0.0,7.86932055392,2.467525868965481e-06,5.2696342995000025,06:45,27,1900-01-01 06:45:00
13,2,1.071,0,0,0.0,1.071,-9.91091805752071,0.0,0.0,2.769170946986636,0.0,06:45,27,1900-01-01 06:45:00
14,3,1.0,0,0,0.0,1.0574915383130064,-10.523983978857819,0.0,4.35623102092,2.9646319155141043e-07,1.1241886505600023,06:45,27,1900-01-01 06:45:00
15,3,1.0,0,0,0.0,1.0546476234308886,-10.595552640992576,0.0,5.761466834119999,5.061196017841496e-07,1.7565447664999994,06:45,27,1900-01-01 06:45:00
16,3,1.0,0,0,0.0,1.059545601617379,-10.322840638956484,0.0,2.4591626731,1.447777802088268e-07,1.2647122318800001,06:45,27,1900-01-01 06:45:00
17,3,1.0,0,0,0.0,1.0573354817011473,-10.553430494061054,0.0,6.3235611594000005,1.9203955492486102e-07,4.075183858280001,06:45,27,1900-01-01 06:45:00
18,3,1.0,0,0,0.0,1.048661774414165,-11.014270750387174,0.0,2.24837730112,1.1488552620342318e-07,0.6323561159400001,06:45,27,1900-01-01 06:45:00
19,3,1.0,0,0,0.0,1.047272587937771,-11.132933228689534,0.0,6.6748701127,2.40879119317583e-07,2.3889008824399998,06:45,27,1900-01-01 06:45:00
20,3,1.0,0,0,0.0,1.0502569947153118,-11.0011241899677,0.0,1.54575939452,2.0861565452889863e-07,0.4918325346199996,06:45,27,1900-01-01 06:45:00
21,3,1.0,0,0,0.0,1.0528347498965716,-10.752397570949135,0.0,12.2958133655,4.2604674810320375e-07,7.869320553920002,06:45,27,1900-01-01 06:45:00
22,3,1.0,0,0,0.0,1.05321014398448,-10.74448767594691,0.0,0.0,7.002509570212536e-08,0.0,06:45,27,1900-01-01 06:45:00
23,3,1.0,0,0,0.0,1.048137440091952,-10.875732810609597,0.0,2.24837730112,7.903298371303435e-08,1.12418865056,06:45,27,1900-01-01 06:45:00
24,3,1.0,0,0,0.043,1.0452385031702118,-11.015153986622053,0.0,6.1127757874199995,4.231454058256645e-07,4.7075399742199995,06:45,27,1900-01-01 06:45:00
25,3,1.0,0,0,0.0,1.0387353015071257,-10.646823197454253,0.0,0.0,1.271830941399243e-07,0.0,06:45,27,1900-01-01 06:45:00
26,3,1.0,0,0,0.0,1.02664757694403,-10.928015651752093,0.0,2.4591626731,4.4052841818853494e-08,1.616021185179999,06:45,27,1900-01-01 06:45:00
27,3,1.0,0,0,0.0,1.04050061837744,-10.246584522733883,0.0,0.0,-1.2442438024485281e-08,0.0,06:45,27,1900-01-01 06:45:00
28,3,1.0,0,0,0.0,1.0135150116270917,-7.648210408594071,0.0,0.0,1.3912807626032365e-07,0.0,06:45,27,1900-01-01 06:45:00
29,3,1.0,0,0,0.0,1.0270263337532068,-11.077007904847148,0.0,1.68628297584,1.0970360320161632e-07,0.63235611594,06:45,27,1900-01-01 06:45:00
30,3,1.0,0,0,0.0,1.0192229283601146,-11.666961295993922,0.0,7.4477498099599995,2.459417325351154e-07,1.3349740225400042,06:45,27,1900-01-01 06:45:00
1,1,1.06,0,0,0.0,1.06,0.0,161.07048632502003,0.0,-0.4485045491019477,0.0,07:00,28,1900-01-01 07:00:00
2,2,1.043,0,0,0.0,1.043,-3.29928959836211,40.0,15.396011126509999,22.518618815290978,9.010568723810003,07:00,28,1900-01-01 07:00:00
3,3,1.0,0,0,0.0,1.0277442496823244,-4.98438009161259,0.0,1.7027846407199998,4.2714191084147757e-07,0.8513923203599999,07:00,28,1900-01-01 07:00:00
4,3,1.0,0,0,0.0,1.0194478132790166,-6.121320235552827,0.0,5.39215136228,8.890540093009491e-07,1.1351897604800003,07:00,28,1900-01-01 07:00:00
5,2,1.01,0,0,0.0,1.01,-9.369276461501723,0.0,66.83429714826,15.5253815619221,13.480378405699996,07:00,28,1900-01-01 07:00:00
6,3,1.0,0,0,0.0,1.0160303054224251,-7.310306672115262,0.0,0.0,6.330579744948949e-07,0.0,07:00,28,1900-01-01 07:00:00
7,3,1.0,0,0,0.0,1.00842417496538,-8.534100185633081,0.0,16.17645408684,5.176024053810124e-09,7.733480243270002,07:00,28,1900-01-01 07:00:00
8,2,1.01,0,0,0.0,1.01,-7.740831994408639,0.0,21.284808009,8.605666985923651,21.284808009000002,07:00,28,1900-01-01 07:00:00
9,3,1.0,0,0,0.0,1.060423635380172,-9.45515275078253,0.0,0.0,1.8545533103874124e-06,0.0,07:00,28,1900-01-01 07:00:00
10,3,1.0,0,0,0.19,1.0609874436499476,-10.565627901696777,0.0,4.11506288174,8.593066818107786e-07,1.4189872006000017,07:00,28,1900-01-01 07:00:00
11,2,1.082,0,0,0.0,1.082,-9.455152750782531,0.0,0.0,11.223858903199,0.0,07:00,28,1900-01-01 07:00:00
12,3,1.0,0,0,0.0,1.0671576174214912,-10.024914759170931,0.0,7.9463283233599995,2.498624746216649e-06,5.3212020022500015,07:00,28,1900-01-01 07:00:00
13,2,1.071,0,0,0.0,1.071,-10.024914759170931,0.0,0.0,2.9394226725592025,0.0,07:00,28,1900-01-01 07:00:00
14,3,1.0,0,0,0.0,1.0571572679148433,-10.64425742030916,0.0,4.39886032186,3.0182653065757847e-07,1.135189760480002,07:00,28,1900-01-01 07:00:00
15,3,1.0,0,0,0.0,1.0542741259439923,-10.71628737098263,0.0,5.817847522459999,5.155265458967051e-07,1.7737340007499993,07:00,28,1900-01-01 07:00:00
16,3,1.0,0,0,0.0,1.0592125495916764,-10.440710320179422,0.0,2.48322760105,1.4723076957601222e-07,1.27708848054,07:00,28,1900-01-01 07:00:00
17,3,1.0,0,0,0.0,1.0569513287638446,-10.673646750940975,0.0,6.3854424027,1.955298660760718e-07,4.11506288174,07:00,28,1900-01-01 07:00:00
18,3,1.0,0,0,0.0,1.04820846142497,-11.139365030260118,0.0,2.27037952096,1.1670880883940526e-07,0.63854424027,07:00,28,1900-01-01 07:00:00
19,3,1.0,0,0,0.0,1.0467942429046182,-11.259251457009933,0.0,6.74018920285,2.442522477608122e-07,2.41227824102,07:00,28,1900-01-01 07:00:00
20,3,1.0,0,0,0.0,1.049803581748954,-11.126009776047404,0.0,1.56088592066,2.1243716452623573e-07,0.4966455202099996,07:00,28,1900-01-01 07:00:00
21,3,1.0,0,0,0.0,1.0523907350611386,-10.874439333339657,0.0,12.41613800525,4.3299610830160873e-07,7.946328323360001,07:00,28,1900-01-01 07:00:00
22,3,1.0,0,0,0.0,1.052769766112168,-10.866387463173535,0.0,0.0,7.136027999734189e-08,0.0,07:00,28,1900-01-01 07:00:00
23,3,1.0,0,0,0.0,1.0476745811733366,-10.998923592688802,0.0,2.27037952096,8.045437627224317e-08,1.13518976048,07:00,28,1900-01-01 07:00:00
24,3,1.0,0,0,0.043,1.0447157080334777,-11.139162403067866,0.0,6.172594322609999,4.281994012700352e-07,4.753607122009999,07:00,28,1900-01-01 07:00:00
25,3,1.0,0,0,0.0,1.0382663909674452,-10.769490955635382,0.0,0.0,1.3095060460880873e-07,0.0,07:00,28,1900-01-01 07:00:00
26,3,1.0,0,0,0.0,1.0260531701263464,-11.053727938424311,0.0,2.48322760105,4.484263205206673e-08,1.6318352806899992,07:00,28,1900-01-01 07:00:00
27,3,1.0,0,0,0.0,1.0401266526868873,-10.36647916483983,0.0,0.0,-1.1067884583619832e-08,0.0,07:00,28,1900-01-01 07:00:00
28,3,1.0,0,0,0.0,1.0133704808644042,-7.739917562358574,0.0,0.0,1.4258910628133844e-07,0.0,07:00,28,1900-01-01 07:00:00
29,3,1.0,0,0,0.0,1.0265104736778972,-11.20574920376582,0.0,1.7027846407199998,1.1250498155312982e-07,0.6385442402699999,07:00,28,1900-01-01 07:00:00
30,3,1.0,0,0,0.0,1.018625130009797,-11.802121387736351,0.0,7.520632163179999,2.50184285954802e-07,1.3480378405700042,07:00,28,1900-01-01 07:00:00
1,1,1.06,0,0,0.0,1.06,0.0,165.07378166028,0.0,-1.315108024385701,0.0,07:15,29,1900-01-01 07:15:00
2,2,1.043,0,0,0.0,1.043,-3.396971019836967,40.0,15.70254432614,23.6916555997415,9.189968338340003,07:15,29,1900-01-01 07:15:00
3,3,1.0,0,0,0.0,1.0274400884356036,-5.106311157526479,0.0,1.73668693008,4.799967110447056e-07,0.86834346504,07:15,29,1900-01-01 07:15:00
4,3,1.0,0,0,0.0,1.0191045431900891,-6.272495646826881,0.0,5.49950861192,9.45209027269911e-07,1.1577912867200002,07:15,29,1900-01-01 07:15:00
5,2,1.01,0,0,0.0,1.01,-9.598837857941657,0.0,68.16496200564,16.523093556828126,13.748771529799997,07:15,29,1900-01-01 07:15:00
6,3,1.0,0,0,0.0,1.0157688560017253,-7.489646271673097,0.0,0.0,6.682164448347113e-07,0.0,07:15,29,1900-01-01 07:15:00
7,3,1.0,0,0,0.0,1.0081443874102354,-8.74116222502919,0.0,16.498525835760002,5.6357718491995e-09,7.887453140780003,07:15,29,1900-01-01 07:15:00
8,2,1.01,0,0,0.0,1.01,-7.935207277984141,0.0,21.708586626,9.934955389547957,21.708586626000002,07:15,29,1900-01-01 07:15:00
9,3,1.0,0,0,0.0,1.0599864730867499,-9.67731312203882,0.0,0.0,1.9085775409868528e-06,0.0,07:15,29,1900-01-01 07:15:00
10,3,1.0,0,0,0.19,1.0602527624442712,-10.81044378673931,0.0,4.19699341436,8.870852001852114e-07,1.4472391084000016,07:15,29,1900-01-01 07:15:00
11,2,1.082,0,0,0.0,1.082,-9.677313122038818,0.0,0.0,11.451267365450345,0.0,07:15,29,1900-01-01 07:15:00
12,3,1.0,0,0,0.0,1.06669825789009,-10.259446352960111,0.0,8.10453900704,2.5650144266364805e-06,5.427146656500002,07:15,29,1900-01-01 07:15:00
13,2,1.071,0,0,0.0,1.071,-10.259446352960113,0.0,0.0,3.290832714081149,0.0,07:15,29,1900-01-01 07:15:00
14,3,1.0,0,0,0.0,1.056468000786765,-10.891708921367282,0.0,4.48644123604,3.1318977500305323e-07,1.1577912867200022,07:15,29,1900-01-01 07:15:00
15,3,1.0,0,0,0.0,1.0535040801151234,-10.964687999986264,0.0,5.93368034444,5.355277168384021e-07,1.8090488854999995,07:15,29,1900-01-01 07:15:00
16,3,1.0,0,0,0.0,1.0585257911054424,-10.683210780028393,0.0,2.5326684397,1.524487294179977e-07,1.3025151975600002,07:15,29,1900-01-01 07:15:00
17,3,1.0,0,0,0.0,1.0561593647357532,-10.920978047815712,0.0,6.5125759878,2.0294038893808874e-07,4.1969934143600005,07:15,29,1900-01-01 07:15:00
18,3,1.0,0,0,0.0,1.0472741400183114,-11.396745063225604,0.0,2.31558257344,1.2057011999910827e-07,0.65125759878,07:15,29,1900-01-01 07:15:00
19,3,1.0,0,0,0.0,1.0458083978624153,-11.519153054181944,0.0,6.8743857649,2.513616585986256e-07,2.46030648428,07:15,29,1900-01-01 07:15:00
20,3,1.0,0,0,0.0,1.0488690321992922,-11.382959186697885,0.0,1.59196301924,2.205133355914768e-07,0.5065336879399995,07:15,29,1900-01-01 07:15:00
21,3,1.0,0,0,0.0,1.0514755071052468,-11.12553104057853,0.0,12.6633421985,4.477168769057016e-07,8.104539007040001,07:15,29,1900-01-01 07:15:00
22,3,1.0,0,0,0.0,1.051862005876287,-11.117186874797206,0.0,0.0,7.419427729097825e-08,0.0,07:15,29,1900-01-01 07:15:00
23,3,1.0,0,0,0.0,1.0467205394758967,-11.252384015871048,0.0,2.31558257344,8.349819591302321e-08,1.15779128672,07:15,29,1900-01-01 07:15:00
24,3,1.0,0,0,0.043,1.0436381799363108,-11.394308612290477,0.0,6.295490121539999,4.3905447988379365e-07,4.84825101314,07:15,29,1900-01-01 07:15:00
25,3,1.0,0,0,0.0,1.0372993332242695,-11.021877806792961,0.0,0.0,1.3903112719780015e-07,0.0,07:15,29,1900-01-01 07:15:00
26,3,1.0,0,0,0.0,1.0248277658642582,-11.312391198254252,0.0,2.5326684397,4.651381924070108e-08,1.6643249746599993,07:15,29,1900-01-01 07:15:00
27,3,1.0,0,0,0.0,1.0393547823069964,-10.613155358306557,0.0,0.0,-7.964901352262977e-09,0.0,07:15,29,1900-01-01 07:15:00
28,3,1.0,0,0,0.0,1.013072012002579,-7.9285674062431735,0.0,0.0,1.499112808974848e-07,0.0,07:15,29,1900-01-01 07:15:00
29,3,1.0,0,0,0.0,1.0254463596004222,-11.470654006486068,0.0,1.73668693008,1.1853189207933212e-07,0.65125759878,07:15,29,1900-01-01 07:15:00
30,3,1.0,0,0,0.0,1.0173922710797212,-12.080261459465412,0.0,7.67036727452,2.5902775124819755e-07,1.3748771529800043,07:15,29,1900-01-01 07:15:00
1,1,1.06,0,0,0.0,1.06,0.0,172.63526865516,0.0,-2.929059724651225,0.0,07:30,30,1900-01-01 07:30:00
2,2,1.043,0,0,0.0,1.043,-3.582013135665115,40.0,16.281529039579997,25.945668563849168,9.528821142980002,07:30,30,1900-01-01 07:30:00
3,3,1.0,0,0,0.0,1.0268553808134393,-5.3371310368951885,0.0,1.8007221057599998,5.986180289241361e-07,0.9003610528799999,07:30,30,1900-01-01 07:30:00
4,3,1.0,0,0,0.0,1.018447506930172,-6.558729230262984,0.0,5.702286668239999,1.0618090744429765e-06,1.20048140384,07:30,30,1900-01-01 07:30:00
5,2,1.01,0,0,0.0,1.01,-10.033422356043666,0.0,70.67834265108,18.419375894078197,14.255716670599995,07:30,30,1900-01-01 07:30:00
6,3,1.0,0,0,0.0,1.0152695035561985,-7.829239178807458,0.0,0.0,7.405962843093623e-07,0.0,07:30,30,1900-01-01 07:30:00
7,3,1.0,0,0,0.0,1.0076118759446027,-9.133206669529631,0.0,17.106860004719998,6.620201276064108e-09,8.17827956366,07:30,30,1900-01-01 07:30:00
8,2,1.01,0,0,0.0,1.01,-8.303321372976063,0.0,22.509026321999997,12.462382055209583,22.509026322,07:30,30,1900-01-01 07:30:00
9,3,1.0,0,0,0.0,1.0591537806624767,-10.098025681944884,0.0,0.0,2.0169829209834393e-06,0.0,07:30,30,1900-01-01 07:30:00
10,3,1.0,0,0,0.19,1.058855112224915,-11.274130359173967,0.0,4.35174508892,9.42548899818263e-07,1.5006017548000017,07:30,30,1900-01-01 07:30:00
11,2,1.082,0,0,0.0,1.082,-10.098025681944886,0.0,0.0,11.88442755923096,0.0,07:30,30,1900-01-01 07:30:00
12,3,1.0,0,0,0.0,1.0658227237148912,-10.703651881415926,0.0,8.403369826879999,2.699969720687534e-06,5.627256580500002,07:30,30,1900-01-01 07:30:00
13,2,1.071,0,0,0.0,1.071,-10.703651881415926,0.0,0.0,3.9606163581082114,0.0,07:30,30,1900-01-01 07:30:00
14,3,1.0,0,0,0.0,1.055156792574991,-11.36040868265626,0.0,4.65186543988,3.359952778225761e-07,1.2004814038400022,07:30,30,1900-01-01 07:30:00
15,3,1.0,0,0,0.0,1.0520396004477988,-11.435185716623526,0.0,6.152467194679999,5.759614121192413e-07,1.8757521934999992,07:30,30,1900-01-01 07:30:00
16,3,1.0,0,0,0.0,1.0572193424556966,-11.14251210955498,0.0,2.6260530709,1.6300594252172118e-07,1.3505415793200002,07:30,30,1900-01-01 07:30:00
17,3,1.0,0,0,0.0,1.0546533867202308,-11.38944034094389,0.0,6.7527078966,2.1787379544946361e-07,4.3517450889200004,07:30,30,1900-01-01 07:30:00
18,3,1.0,0,0,0.0,1.0454982749166721,-11.884287806057442,0.0,2.40096280768,1.2832330897882827e-07,0.67527078966,07:30,30,1900-01-01 07:30:00
19,3,1.0,0,0,0.0,1.0439348586681236,-12.011484459137057,0.0,7.127858335299999,2.6546232501090117e-07,2.5510229831599998,07:30,30,1900-01-01 07:30:00
20,3,1.0,0,0,0.0,1.0470926520593957,-11.869681522418945,0.0,1.65066193028,2.3664630832698208e-07,0.5252106141799996,07:30,30,1900-01-01 07:30:00
21,3,1.0,0,0,0.0,1.049735671101751,-11.601132969192179,0.0,13.130265354499999,4.772549964116024e-07,8.40336982688,07:30,30,1900-01-01 07:30:00
22,3,1.0,0,0,0.0,1.050136258825445,-11.592234451822712,0.0,0.0,7.992498518708452e-08,0.0,07:30,30,1900-01-01 07:30:00
23,3,1.0,0,0,0.0,1.0449070232747177,-11.732490270847832,0.0,2.40096280768,8.973353127217365e-08,1.20048140384,07:30,30,1900-01-01 07:30:00
24,3,1.0,0,0,0.043,1.0415901261348672,-11.877621109054589,0.0,6.527617633379999,4.613848636481066e-07,5.027015878579999,07:30,30,1900-01-01 07:30:00
25,3,1.0,0,0,0.0,1.0354590661225547,-11.499959856439371,0.0,0.0,1.5565495614316842e-07,0.0,07:30,30,1900-01-01 07:30:00
26,3,1.0,0,0,0.0,1.02249760819585,-11.802408206148487,0.0,2.6260530709,4.985513157862442e-08,1.725692018019999,07:30,30,1900-01-01 07:30:00
27,3,1.0,0,0,0.0,1.0378836530255886,-11.080401378811795,0.0,0.0,-8.826858586348403e-10,0.0,07:30,30,1900-01-01 07:30:00
28,3,1.0,0,0,0.0,1.0125025887282977,-8.285781583573165,0.0,0.0,1.6454890453972526e-07,0.0,07:30,30,1900-01-01 07:30:00
29,3,1.0,0,0,0.0,1.0234205412841528,-11.972529154071344,0.0,1.8007221057599998,1.3101566320727898e-07,0.6752707896599999,07:30,30,1900-01-01 07:30:00
30,3,1.0,0,0,0.0,1.0150462206826012,-12.607314397187132,0.0,7.953189300439999,2.761420037078466e-07,1.4255716670600045,07:30,30,1900-01-01 07:30:00
1,1,1.06,0,0,0.0,1.06,0.0,176.46411156578003,0.0,-3.734803110632434,0.0,07:45,31,1900-01-01 07:45:00
2,2,1.043,0,0,0.0,1.043,-3.6759833587195283,40.0,16.57470437889,27.106274565656832,9.700403023590004,07:45,31,1900-01-01 07:45:00
3,3,1.0,0,0,0.0,1.0265541826121891,-5.454269228611782,0.0,1.83314702808,6.695388160560256e-07,0.91657351404,07:45,31,1900-01-01 07:45:00
4,3,1.0,0,0,0.0,1.0181104567185255,-6.704015979439681,0.0,5.80496558892,1.12663062101781e-06,1.2220980187200003,07:45,31,1900-01-01 07:45:00
5,2,1.01,0,0,0.0,1.01,-10.253976241353117,0.0,71.95102085214,19.385490400531616,14.512413972299996,07:45,31,1900-01-01 07:45:00
6,3,1.0,0,0,0.0,1.015013875186154,-8.0016269706718,0.0,0.0,7.805118718212374e-07,0.0,07:45,31,1900-01-01 07:45:00
7,3,1.0,0,0,0.0,1.0073402010051224,-9.332198628043493,0.0,17.414896766760002,7.185926520492103e-09,8.325542752530003,07:45,31,1900-01-01 07:45:00
8,2,1.01,0,0,0.0,1.01,-8.490212432555454,0.0,22.914337851,13.7505406105961,22.914337851000003,07:45,31,1900-01-01 07:45:00
9,3,1.0,0,0,0.0,1.058728628843061,-10.311610375917235,0.0,0.0,2.075195580755918e-06,0.0,07:45,31,1900-01-01 07:45:00
10,3,1.0,0,0,0.19,1.0581423762619304,-11.509567461321375,0.0,4.43010531786,9.721853018174187e-07,1.5276225234000018,07:45,31,1900-01-01 07:45:00
11,2,1.082,0,0,0.0,1.082,-10.311610375917235,0.0,0.0,12.105588265292374,0.0,07:45,31,1900-01-01 07:45:00
12,3,1.0,0,0,0.0,1.0653754182644908,-10.929196529565713,0.0,8.55468613104,2.7733151757303176e-06,5.728584462750002,07:45,31,1900-01-01 07:45:00
13,2,1.071,0,0,0.0,1.071,-10.929196529565711,0.0,0.0,4.302805027664551,0.0,07:45,31,1900-01-01 07:45:00
14,3,1.0,0,0,0.0,1.0544881617350836,-11.598402189244291,0.0,4.73562982254,3.4825890282697003e-07,1.2220980187200023,07:45,31,1900-01-01 07:45:00
15,3,1.0,0,0,0.0,1.0512930080307152,-11.674092251534711,0.0,6.26325234594,5.978695887254304e-07,1.9095281542499996,07:45,31,1900-01-01 07:45:00
16,3,1.0,0,0,0.0,1.0565531327765072,-11.375722863715465,0.0,2.67333941595,1.687305999364952e-07,1.3748602710600002,07:45,31,1900-01-01 07:45:00
17,3,1.0,0,0,0.0,1.0538857315485284,-11.627308148140322,0.0,6.8743013553,2.2593581938679108e-07,4.430105317860001,07:45,31,1900-01-01 07:45:00
18,3,1.0,0,0,0.0,1.0445934544646174,-12.131867969905008,0.0,2.4441960374400002,1.3249337105225578e-07,0.6874301355300001,07:45,31,1900-01-01 07:45:00
19,3,1.0,0,0,0.0,1.0429804005321042,-12.261502464977633,0.0,7.2562069861500005,2.729508903343003e-07,2.5969582897800003,07:45,31,1900-01-01 07:45:00
20,3,1.0,0,0,0.0,1.0461875284786453,-12.116842640696378,0.0,1.6803847757400001,2.4528066278062255e-07,0.5346678831899996,07:45,31,1900-01-01 07:45:00
21,3,1.0,0,0,0.0,1.0488490767026406,-11.84263464550904,0.0,13.36669707975,4.931333030810947e-07,8.554686131040002,07:45,31,1900-01-01 07:45:00
22,3,1.0,0,0,0.0,1.0492567902850625,-11.833454289709096,0.0,0.0,8.302995243006067e-08,0.0,07:45,31,1900-01-01 07:45:00
23,3,1.0,0,0,0.0,1.0439829336753004,-11.97628819955913,0.0,2.4441960374400002,9.315625137951145e-08,1.2220980187200001,07:45,31,1900-01-01 07:45:00
24,3,1.0,0,0,0.043,1.0405466218927986,-12.123053677879911,0.0,6.645157976789999,4.736613634648279e-07,5.1175354533899995,07:45,31,1900-01-01 07:45:00
25,3,1.0,0,0,0.0,1.034520335665127,-11.742734602751941,0.0,0.0,1.6482045757261736e-07,0.0,07:45,31,1900-01-01 07:45:00
26,3,1.0,0,0,0.0,1.0213098445459967,-12.051266869489863,0.0,2.67333941595,5.164290839410057e-08,1.7567659019099993,07:45,31,1900-01-01 07:45:00
27,3,1.0,0,0,0.0,1.0371320741693506,-11.317664053264487,0.0,0.0,3.44774854080142e-09,0.0,07:45,31,1900-01-01 07:45:00
28,3,1.0,0,0,0.0,1.012211402810998,-8.467110261371198,0.0,0.0,1.7237717866524993e-07,0.0,07:45,31,1900-01-01 07:45:00
29,3,1.0,0,0,0.0,1.02238672601788,-12.227427371605915,0.0,1.83314702808,1.3795118392057049e-07,0.68743013553,07:45,31,1900-01-01 07:45:00
30,3,1.0,0,0,0.0,1.0138494909597215,-12.875052358987245,0.0,8.09639937402,2.849735292187461e-07,1.4512413972300047,07:45,31,1900-01-01 07:45:00
1,1,1.06,0,0,0.0,1.06,0.0,187.2944832574,0.0,-5.971677621110402,0.0,08:00,32,1900-01-01 08:00:00
2,2,1.043,0,0,0.0,1.043,-3.9427958337209628,40.0,17.4039883087,30.46001094144321,10.185744309700004,08:00,32,1900-01-01 08:00:00
3,3,1.0,0,0,0.0,1.0256833515316368,-5.786573993426655,0.0,1.9248650664,9.190125146441019e-07,0.9624325332,08:00,32,1900-01-01 08:00:00
4,3,1.0,0,0,0.0,1.0171410468969895,-7.116273616585449,0.0,6.0954060436,1.3342071496502683e-06,1.2832433776000003,08:00,32,1900-01-01 08:00:00
5,2,1.01,0,0,0.0,1.01,-10.879682126948914,0.0,75.55095385620001,22.139957689604124,15.238515108999996,08:00,32,1900-01-01 08:00:00
6,3,1.0,0,0,0.0,1.0142805775637211,-8.490846996923485,0.0,0.0,9.069958471372565e-07,0.0,08:00,32,1900-01-01 08:00:00
7,3,1.0,0,0,0.0,1.0065642572083318,-9.89683688063145,0.0,18.286218130800002,9.079720086901943e-09,8.742095509900002,08:00,32,1900-01-01 08:00:00
8,2,1.01,0,0,0.0,1.01,-9.02068314185817,0.0,24.060813330000002,17.425081731604557,24.06081333000001,08:00,32,1900-01-01 08:00:00
9,3,1.0,0,0,0.0,1.0575130924759844,-10.91781158542872,0.0,0.0,2.252775852023586e-06,0.0,08:00,32,1900-01-01 08:00:00
10,3,1.0,0,0,0.19,1.0561077848279161,-12.177923114164358,0.0,4.6517572438,1.0620307717701394e-06,1.6040542220000018,08:00,32,1900-01-01 08:00:00
11,2,1.082,0,0,0.0,1.082,-10.917811585428717,0.0,0.0,12.737900933165838,0.0,08:00,32,1900-01-01 08:00:00
12,3,1.0,0,0,0.0,1.0640955218344892,-11.569467468735741,0.0,8.982703643199999,3.0004518505322153e-06,6.015203332500002,08:00,32,1900-01-01 08:00:00
13,2,1.071,0,0,0.0,1.071,-11.569467468735743,0.0,0.0,5.281925796615786,0.0,08:00,32,1900-01-01 08:00:00
14,3,1.0,0,0,0.0,1.052579563121448,-12.27405671457008,0.0,4.9725680882,3.8581896455447406e-07,1.2832433776000025,08:00,32,1900-01-01 08:00:00
15,3,1.0,0,0,0.0,1.0491625858437368,-12.352338944138355,0.0,6.576622310199999,6.657126498943455e-07,2.0050677774999994,08:00,32,1900-01-01 08:00:00
16,3,1.0,0,0,0.0,1.0546514259674977,-12.037760150973533,0.0,2.8070948885,1.8647105037850054e-07,1.4436487998000003,08:00,32,1900-01-01 08:00:00
17,3,1.0,0,0,0.0,1.0516955485510615,-12.302585880506347,0.0,7.218243999,2.507531933204632e-07,4.6517572438000006,08:00,32,1900-01-01 08:00:00
18,3,1.0,0,0,0.0,1.0420134108085504,-12.834807260901972,0.0,2.5664867552,1.4527978975387157e-07,0.7218243999,08:00,32,1900-01-01 08:00:00
19,3,1.0,0,0,0.0,1.0402592864550426,-12.971385746494107,0.0,7.6192575545,2.9544126656233516e-07,2.7268921774,08:00,32,1900-01-01 08:00:00
20,3,1.0,0,0,0.0,1.0436064711783721,-12.818582814138093,0.0,1.7644596442000002,2.7156963089414177e-07,0.5614189776999996,08:00,32,1900-01-01 08:00:00
21,3,1.0,0,0,0.0,1.046320521834766,-12.528260299185366,0.0,14.0354744425,5.417216009107051e-07,8.982703643200002,08:00,32,1900-01-01 08:00:00
22,3,1.0,0,0,0.0,1.04674836093343,-12.518278538829026,0.0,0.0,9.268541551797303e-08,0.0,08:00,32,1900-01-01 08:00:00
23,3,1.0,0,0,0.0,1.0413476252086245,-12.668467159827275,0.0,2.5664867552,1.0393823179910555e-07,1.2832433776,08:00,32,1900-01-01 08:00:00
24,3,1.0,0,0,0.043,1.0375711084238461,-12.819897471033064,0.0,6.9776358657,5.122555348791025e-07,5.3735816437,08:00,32,1900-01-01 08:00:00
